cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
10,Durango,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2010,9.3,No especificada
10,Durango,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2015,10.1347539313203,No especificada
10,Durango,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2020,11.4501701307752,No especificada
10,Durango,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,1995,7.1,No especificada
10,Durango,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2000,7.9,No especificada
10,Durango,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2005,8.8,No especificada
10,Durango,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2010,9.2,No especificada
10,Durango,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2015,4.83036368630589,No especificada
10,Durango,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2020,11.0608996003498,No especificada
10,Durango,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,1995,7.1,No especificada
10,Durango,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2000,7.8,No especificada
10,Durango,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2005,8.7,No especificada
10,Durango,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2010,9.5,No especificada
10,Durango,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2015,5.3043902450144,No especificada
10,Durango,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2020,11.8298180169189,No especificada
10,Durango,0,Estatal,1002000010,Edad mediana,1995,20,Años
10,Durango,0,Estatal,1002000010,Edad mediana,2000,21,Años
10,Durango,0,Estatal,1002000010,Edad mediana,2005,23,Años
10,Durango,0,Estatal,1002000010,Edad mediana,2010,24,Años
10,Durango,0,Estatal,1002000010,Edad mediana,2015,25.26015,Años
10,Durango,0,Estatal,1002000010,Edad mediana,2020,27,Años
10,Durango,0,Estatal,1002000011,Edad mediana hombres,1995,20,Años
10,Durango,0,Estatal,1002000011,Edad mediana hombres,2000,21,Años
10,Durango,0,Estatal,1002000011,Edad mediana hombres,2005,22,Años
10,Durango,0,Estatal,1002000011,Edad mediana hombres,2010,24,Años
10,Durango,0,Estatal,1002000011,Edad mediana hombres,2020,27,Años
10,Durango,0,Estatal,1002000012,Edad mediana mujeres,1995,21,Años
10,Durango,0,Estatal,1002000012,Edad mediana mujeres,2000,22,Años
10,Durango,0,Estatal,1002000012,Edad mediana mujeres,2005,24,Años
10,Durango,0,Estatal,1002000012,Edad mediana mujeres,2010,25,Años
10,Durango,0,Estatal,1002000012,Edad mediana mujeres,2020,28,Años
10,Durango,0,Estatal,1002000014,Población en hogares censales,1995,ND,Personas
10,Durango,0,Estatal,1002000014,Población en hogares censales,2000,1432088,Personas
10,Durango,0,Estatal,1002000014,Población en hogares censales,2005,1483282,Personas
10,Durango,0,Estatal,1002000014,Población en hogares censales,2010,1600533,Personas
10,Durango,0,Estatal,1002000014,Población en hogares censales,2015,1754754,Personas
10,Durango,0,Estatal,1002000014,Población en hogares censales,2020,1821273,Personas
10,Durango,0,Estatal,1002000015,Población en hogares familiares,1995,ND,Personas
10,Durango,0,Estatal,1002000015,Población en hogares familiares,2000,1410006,Personas
10,Durango,0,Estatal,1002000015,Población en hogares familiares,2005,1454285,Personas
10,Durango,0,Estatal,1002000015,Población en hogares familiares,2010,1562993,Personas
10,Durango,0,Estatal,1002000015,Población en hogares familiares,2020,1757031,Personas
10,Durango,0,Estatal,1002000016,Población en hogares no familiares,1995,ND,Personas
10,Durango,0,Estatal,1002000016,Población en hogares no familiares,2000,21483,Personas
10,Durango,0,Estatal,1002000016,Población en hogares no familiares,2005,28305,Personas
10,Durango,0,Estatal,1002000016,Población en hogares no familiares,2010,36031,Personas
10,Durango,0,Estatal,1002000016,Población en hogares no familiares,2020,61213,Personas
10,Durango,0,Estatal,1002000018,Hogares censales,1995,ND,Hogares censales
10,Durango,0,Estatal,1002000018,Hogares censales,2000,329552,Hogares censales
10,Durango,0,Estatal,1002000018,Hogares censales,2005,360308,Hogares censales
10,Durango,0,Estatal,1002000018,Hogares censales,2010,398471,Hogares censales
10,Durango,0,Estatal,1002000018,Hogares censales,2015,455989,Hogares censales
10,Durango,0,Estatal,1002000018,Hogares censales,2020,493698,Hogares censales
10,Durango,0,Estatal,1002000019,Hogares con jefatura masculina,1995,ND,Hogares
10,Durango,0,Estatal,1002000019,Hogares con jefatura masculina,2000,262277,Hogares
10,Durango,0,Estatal,1002000019,Hogares con jefatura masculina,2005,278890,Hogares
10,Durango,0,Estatal,1002000019,Hogares con jefatura masculina,2010,301613,Hogares
10,Durango,0,Estatal,1002000019,Hogares con jefatura masculina,2015,324994,Hogares
10,Durango,0,Estatal,1002000019,Hogares con jefatura masculina,2020,336446,Hogares
10,Durango,0,Estatal,1002000020,Hogares con jefatura femenina,1995,ND,Hogares
10,Durango,0,Estatal,1002000020,Hogares con jefatura femenina,2000,67275,Hogares
10,Durango,0,Estatal,1002000020,Hogares con jefatura femenina,2005,81418,Hogares
10,Durango,0,Estatal,1002000020,Hogares con jefatura femenina,2010,96858,Hogares
10,Durango,0,Estatal,1002000020,Hogares con jefatura femenina,2015,130995,Hogares
10,Durango,0,Estatal,1002000020,Hogares con jefatura femenina,2020,157252,Hogares
10,Durango,0,Estatal,1002000021,Tamaño promedio de los hogares censales,1995,ND,Personas
10,Durango,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2000,4.35,Personas
10,Durango,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2005,4.12,Personas
10,Durango,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2010,4.02,Personas
10,Durango,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2015,3.8,Personas
10,Durango,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2020,3.68904269411665,Personas
10,Durango,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,1995,ND,Personas
10,Durango,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2000,4.52,Personas
10,Durango,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2005,4.3,Personas
10,Durango,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2010,4.18,Personas
10,Durango,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2020,3.81975413587916,Personas
10,Durango,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,1995,ND,Personas
10,Durango,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2000,3.65,Personas
10,Durango,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2005,3.49,Personas
10,Durango,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2010,3.5,Personas
10,Durango,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2020,3.40938112074886,Personas
10,Durango,0,Estatal,1002000024,Relación hombres-mujeres,1910,104,Hombres por cada 100 mujeres
10,Durango,0,Estatal,1002000024,Relación hombres-mujeres,1921,97.8,Hombres por cada 100 mujeres
10,Durango,0,Estatal,1002000024,Relación hombres-mujeres,1930,100.8,Hombres por cada 100 mujeres
10,Durango,0,Estatal,1002000024,Relación hombres-mujeres,1940,101.5,Hombres por cada 100 mujeres
10,Durango,0,Estatal,1002000024,Relación hombres-mujeres,1950,101.2,Hombres por cada 100 mujeres
10,Durango,0,Estatal,1002000024,Relación hombres-mujeres,1960,103.5,Hombres por cada 100 mujeres
10,Durango,0,Estatal,1002000024,Relación hombres-mujeres,1970,103.9,Hombres por cada 100 mujeres
10,Durango,0,Estatal,1002000024,Relación hombres-mujeres,1990,97.1,Hombres por cada 100 mujeres
10,Durango,0,Estatal,1002000024,Relación hombres-mujeres,1995,98.17,Hombres por cada 100 mujeres
10,Durango,0,Estatal,1002000024,Relación hombres-mujeres,2000,95.99,Hombres por cada 100 mujeres
10,Durango,0,Estatal,1002000024,Relación hombres-mujeres,2005,95.73,Hombres por cada 100 mujeres
10,Durango,0,Estatal,1002000024,Relación hombres-mujeres,2010,96.97,Hombres por cada 100 mujeres
10,Durango,0,Estatal,1002000024,Relación hombres-mujeres,2015,96.199568,Hombres por cada 100 mujeres
10,Durango,0,Estatal,1002000024,Relación hombres-mujeres,2020,97.5298129737094,Hombres por cada 100 mujeres
10,Durango,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2000,94.5255985234817,Porcentaje
10,Durango,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2010,95.57,Porcentaje
10,Durango,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2015,96.2065014319053,Porcentaje
10,Durango,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2020,97.0599078270956,Porcentaje
10,Durango,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2000,97.6,Tasa
10,Durango,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2010,98.98052,Tasa
10,Durango,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2020,98.9414930917499,Tasa
10,Durango,0,Estatal,1002000055,Población de edad no especificada,1990,2797,Personas
10,Durango,0,Estatal,1002000055,Población de edad no especificada,1995,3225,Personas
10,Durango,0,Estatal,1002000055,Población de edad no especificada,2000,15753,Personas
10,Durango,0,Estatal,1002000055,Población de edad no especificada,2005,21837,Personas
10,Durango,0,Estatal,1002000055,Población de edad no especificada,2010,28408,Personas
10,Durango,0,Estatal,1002000055,Población de edad no especificada,2020,3175,Personas
10,Durango,0,Estatal,1002000056,Población de edad no especificada. Hombres,1990,1369,Personas
10,Durango,0,Estatal,1002000056,Población de edad no especificada. Hombres,1995,1613,Personas
10,Durango,0,Estatal,1002000056,Población de edad no especificada. Hombres,2000,8026,Personas
10,Durango,0,Estatal,1002000056,Población de edad no especificada. Hombres,2005,10940,Personas
10,Durango,0,Estatal,1002000056,Población de edad no especificada. Hombres,2010,14203,Personas
10,Durango,0,Estatal,1002000056,Población de edad no especificada. Hombres,2020,1576,Personas
10,Durango,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1990,1428,Personas
10,Durango,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1995,1612,Personas
10,Durango,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2000,7727,Personas
10,Durango,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2005,10897,Personas
10,Durango,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2010,14205,Personas
10,Durango,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2020,1599,Personas
10,Durango,0,Estatal,1002000058,Población de 0 a 4 años,1990,177249,Personas
10,Durango,0,Estatal,1002000058,Población de 0 a 4 años,1995,175246,Personas
10,Durango,0,Estatal,1002000058,Población de 0 a 4 años,2000,168897,Personas
10,Durango,0,Estatal,1002000058,Población de 0 a 4 años,2005,158588,Personas
10,Durango,0,Estatal,1002000058,Población de 0 a 4 años,2010,161700,Personas
10,Durango,0,Estatal,1002000058,Población de 0 a 4 años,2020,167600,Personas
10,Durango,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1990,89553,Personas
10,Durango,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1995,89065,Personas
10,Durango,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2000,85927,Personas
10,Durango,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2005,80812,Personas
10,Durango,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2010,82046,Personas
10,Durango,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2020,85081,Personas
10,Durango,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1990,87696,Personas
10,Durango,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1995,86181,Personas
10,Durango,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2000,82970,Personas
10,Durango,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2005,77776,Personas
10,Durango,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2010,79654,Personas
10,Durango,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2020,82519,Personas
10,Durango,0,Estatal,1002000061,Población de 10 a 14 años,1990,189988,Personas
10,Durango,0,Estatal,1002000061,Población de 10 a 14 años,1995,175910,Personas
10,Durango,0,Estatal,1002000061,Población de 10 a 14 años,2000,172365,Personas
10,Durango,0,Estatal,1002000061,Población de 10 a 14 años,2005,171314,Personas
10,Durango,0,Estatal,1002000061,Población de 10 a 14 años,2010,167180,Personas
10,Durango,0,Estatal,1002000061,Población de 10 a 14 años,2020,170271,Personas
10,Durango,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1990,96000,Personas
10,Durango,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1995,89312,Personas
10,Durango,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2000,87255,Personas
10,Durango,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2005,86908,Personas
10,Durango,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2010,84969,Personas
10,Durango,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2020,86764,Personas
10,Durango,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1990,93988,Personas
10,Durango,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1995,86598,Personas
10,Durango,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2000,85110,Personas
10,Durango,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2005,84406,Personas
10,Durango,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2010,82211,Personas
10,Durango,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2020,83507,Personas
10,Durango,0,Estatal,1002000064,Población de 100 años y más,1990,208,Personas
10,Durango,0,Estatal,1002000064,Población de 100 años y más,1995,189,Personas
10,Durango,0,Estatal,1002000064,Población de 100 años y más,2000,255,Personas
10,Durango,0,Estatal,1002000064,Población de 100 años y más,2005,243,Personas
10,Durango,0,Estatal,1002000064,Población de 100 años y más,2010,235,Personas
10,Durango,0,Estatal,1002000064,Población de 100 años y más,2020,157,Personas
10,Durango,0,Estatal,1002000065,Población de 100 años y más. Hombres,1990,74,Personas
10,Durango,0,Estatal,1002000065,Población de 100 años y más. Hombres,1995,59,Personas
10,Durango,0,Estatal,1002000065,Población de 100 años y más. Hombres,2000,104,Personas
10,Durango,0,Estatal,1002000065,Población de 100 años y más. Hombres,2005,104,Personas
10,Durango,0,Estatal,1002000065,Población de 100 años y más. Hombres,2010,84,Personas
10,Durango,0,Estatal,1002000065,Población de 100 años y más. Hombres,2020,60,Personas
10,Durango,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1990,134,Personas
10,Durango,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1995,130,Personas
10,Durango,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2000,151,Personas
10,Durango,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2005,139,Personas
10,Durango,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2010,151,Personas
10,Durango,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2020,97,Personas
10,Durango,0,Estatal,1002000067,Población de 15 a 19 años,1990,165463,Personas
10,Durango,0,Estatal,1002000067,Población de 15 a 19 años,1995,165403,Personas
10,Durango,0,Estatal,1002000067,Población de 15 a 19 años,2000,150569,Personas
10,Durango,0,Estatal,1002000067,Población de 15 a 19 años,2005,156434,Personas
10,Durango,0,Estatal,1002000067,Población de 15 a 19 años,2010,166366,Personas
10,Durango,0,Estatal,1002000067,Población de 15 a 19 años,2020,162990,Personas
10,Durango,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1990,82090,Personas
10,Durango,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1995,83030,Personas
10,Durango,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2000,74630,Personas
10,Durango,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2005,77795,Personas
10,Durango,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2010,84036,Personas
10,Durango,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2020,82839,Personas
10,Durango,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1990,83373,Personas
10,Durango,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1995,82373,Personas
10,Durango,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2000,75939,Personas
10,Durango,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2005,78639,Personas
10,Durango,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2010,82330,Personas
10,Durango,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2020,80151,Personas
10,Durango,0,Estatal,1002000070,Población de 20 a 24 años,1990,121376,Personas
10,Durango,0,Estatal,1002000070,Población de 20 a 24 años,1995,140244,Personas
10,Durango,0,Estatal,1002000070,Población de 20 a 24 años,2000,129322,Personas
10,Durango,0,Estatal,1002000070,Población de 20 a 24 años,2005,124920,Personas
10,Durango,0,Estatal,1002000070,Población de 20 a 24 años,2010,143377,Personas
10,Durango,0,Estatal,1002000070,Población de 20 a 24 años,2020,153588,Personas
10,Durango,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1990,57112,Personas
10,Durango,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1995,68068,Personas
10,Durango,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2000,61380,Personas
10,Durango,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2005,59372,Personas
10,Durango,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2010,70380,Personas
10,Durango,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2020,76936,Personas
10,Durango,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1990,64264,Personas
10,Durango,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1995,72176,Personas
10,Durango,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2000,67942,Personas
10,Durango,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2005,65548,Personas
10,Durango,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2010,72997,Personas
10,Durango,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2020,76652,Personas
10,Durango,0,Estatal,1002000073,Población de 25 a 29 años,1990,96432,Personas
10,Durango,0,Estatal,1002000073,Población de 25 a 29 años,1995,109163,Personas
10,Durango,0,Estatal,1002000073,Población de 25 a 29 años,2000,113003,Personas
10,Durango,0,Estatal,1002000073,Población de 25 a 29 años,2005,111556,Personas
10,Durango,0,Estatal,1002000073,Población de 25 a 29 años,2010,117714,Personas
10,Durango,0,Estatal,1002000073,Población de 25 a 29 años,2020,141107,Personas
10,Durango,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1990,45069,Personas
10,Durango,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1995,51815,Personas
10,Durango,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2000,53011,Personas
10,Durango,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2005,52329,Personas
10,Durango,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2010,56978,Personas
10,Durango,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2020,69038,Personas
10,Durango,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1990,51363,Personas
10,Durango,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1995,57348,Personas
10,Durango,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2000,59992,Personas
10,Durango,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2005,59227,Personas
10,Durango,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2010,60736,Personas
10,Durango,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2020,72069,Personas
10,Durango,0,Estatal,1002000076,Población de 30 a 34 años,1990,80561,Personas
10,Durango,0,Estatal,1002000076,Población de 30 a 34 años,1995,95654,Personas
10,Durango,0,Estatal,1002000076,Población de 30 a 34 años,2000,100022,Personas
10,Durango,0,Estatal,1002000076,Población de 30 a 34 años,2005,110058,Personas
10,Durango,0,Estatal,1002000076,Población de 30 a 34 años,2010,115294,Personas
10,Durango,0,Estatal,1002000076,Población de 30 a 34 años,2020,129526,Personas
10,Durango,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1990,38066,Personas
10,Durango,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1995,45515,Personas
10,Durango,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2000,46641,Personas
10,Durango,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2005,51803,Personas
10,Durango,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2010,55171,Personas
10,Durango,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2020,63232,Personas
10,Durango,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1990,42495,Personas
10,Durango,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1995,50139,Personas
10,Durango,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2000,53381,Personas
10,Durango,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2005,58255,Personas
10,Durango,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2010,60123,Personas
10,Durango,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2020,66294,Personas
10,Durango,0,Estatal,1002000079,Población de 35 a 39 años,1990,68315,Personas
10,Durango,0,Estatal,1002000079,Población de 35 a 39 años,1995,83865,Personas
10,Durango,0,Estatal,1002000079,Población de 35 a 39 años,2000,90218,Personas
10,Durango,0,Estatal,1002000079,Población de 35 a 39 años,2005,99365,Personas
10,Durango,0,Estatal,1002000079,Población de 35 a 39 años,2010,112837,Personas
10,Durango,0,Estatal,1002000079,Población de 35 a 39 años,2020,118830,Personas
10,Durango,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,1990,32720,Personas
10,Durango,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,1995,40309,Personas
10,Durango,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2000,42492,Personas
10,Durango,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2005,46784,Personas
10,Durango,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2010,54244,Personas
10,Durango,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2020,57634,Personas
10,Durango,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,1990,35595,Personas
10,Durango,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,1995,43556,Personas
10,Durango,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,2000,47726,Personas
10,Durango,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,2005,52581,Personas
10,Durango,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,2010,58593,Personas
10,Durango,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,2020,61196,Personas
10,Durango,0,Estatal,1002000082,Población de 40 a 44 años,1990,54334,Personas
10,Durango,0,Estatal,1002000082,Población de 40 a 44 años,1995,64382,Personas
10,Durango,0,Estatal,1002000082,Población de 40 a 44 años,2000,73203,Personas
10,Durango,0,Estatal,1002000082,Población de 40 a 44 años,2005,85571,Personas
10,Durango,0,Estatal,1002000082,Población de 40 a 44 años,2010,96859,Personas
10,Durango,0,Estatal,1002000082,Población de 40 a 44 años,2020,114976,Personas
10,Durango,0,Estatal,1002000083,Población de 40 a 44 años. Hombres,1990,26212,Personas
10,Durango,0,Estatal,1002000083,Población de 40 a 44 años. Hombres,1995,31247,Personas
10,Durango,0,Estatal,1002000083,Población de 40 a 44 años. Hombres,2000,34716,Personas
